,0
266,T
267,T
268,T
269,T
270,T
271,T
272,T
273,T
274,T
275,T
276,T
277,T
278,T
279,T
280,T
281,T
282,T
283,T
284,T
285,T
286,T
287,T
288,T
289,T
290,T
291,T
292,T
293,T
294,T
295,T
296,T
297,T
298,T
299,T
300,T
301,T
302,T
303,T
304,T
305,T
306,T
307,T
308,T
309,T
310,T
311,T
312,T
313,T
314,T
315,T
316,T
317,T
318,T
319,T
320,T
321,T
322,T
323,T
324,T
325,T
326,T
327,T
328,T
329,T
330,T
331,T
332,T
333,T
334,T
335,T
336,T
337,T
338,T
339,T
340,T
341,T
342,T
343,T
344,T
345,T
346,T
347,T
348,T
349,T
350,T
351,T
352,T
353,T
354,T
355,T
356,T
357,T
358,T
359,T
360,T
361,T
362,T
363,T
364,T
365,T
366,T
367,T
368,T
369,T
370,T
371,T
372,T
373,T
374,T
375,T
376,T
377,T
378,T
379,T
380,T
381,T
382,T
383,T
384,T
385,T
386,T
387,T
388,T
389,T
390,T
391,T
392,T
393,T
394,T
395,T
396,T
397,T
398,T
399,T
400,T
401,T
402,W
403,W
404,W
405,T
406,T
407,T
408,T
409,T
410,T
411,T
412,T
413,T
414,W
415,T
416,T
417,W
418,W
419,W
420,W
421,W
422,W
423,W
424,W
425,W
426,W
427,W
428,W
429,W
430,W
431,W
432,W
433,W
434,W
435,W
436,W
437,W
438,W
439,W
440,W
441,W
442,W
443,W
444,W
445,W
446,W
447,W
448,W
449,W
450,W
451,W
452,W
453,W
454,W
455,W
456,W
457,W
458,W
459,W
460,W
461,W
462,W
463,W
464,W
465,W
466,W
467,W
468,W
469,W
470,W
471,W
472,W
473,W
474,W
475,W
476,W
477,W
478,W
479,W
480,W
481,W
482,W
483,W
484,W
485,W
486,W
487,W
488,W
489,W
490,W
491,W
492,W
493,W
494,W
495,W
496,W
497,W
498,W
499,W
500,W
501,W
502,W
503,W
504,W
505,W
506,W
507,W
508,W
509,W
510,W
511,W
512,W
513,W
514,W
515,W
516,W
517,W
518,W
519,W
520,W
521,W
522,W
523,W
524,W
525,W
526,W
527,W
528,W
529,W
530,W
531,W
532,W
533,W
534,W
535,W
536,W
537,W
538,W
539,W
540,W
541,W
542,W
543,W
544,W
545,T
546,T
547,W
548,W
549,W
550,W
551,W
552,W
553,W
554,W
555,W
556,W
557,W
558,W
559,W
560,W
561,W
562,W
563,W
564,W
565,W
566,W
567,W
568,W
569,W
570,W
571,W
572,W
573,W
574,W
575,W
576,W
577,W
578,W
579,W
580,W
581,W
582,W
583,W
584,W
585,W
586,W
587,W
588,W
589,W
590,W
591,W
592,W
593,W
594,W
595,W
596,W
597,W
598,W
599,W
600,W
601,W
602,W
603,W
604,W
605,W
606,W
607,W
608,W
609,W
610,W
611,W
612,W
613,W
614,W
615,W
616,W
617,W
618,W
619,W
620,W
621,W
622,W
623,W
624,W
625,W
626,W
627,W
628,W
629,W
630,W
631,W
632,W
633,W
634,W
635,W
636,W
637,W
638,W
639,W
640,W
641,W
642,W
643,W
644,W
645,W
646,W
647,W
648,W
649,W
650,W
651,W
652,W
653,W
654,W
655,W
656,W
657,W
658,W
659,W
660,W
661,W
662,W
663,W
664,W
665,T
666,T
667,T
668,T
669,W
670,W
671,W
672,W
673,W
674,W
675,W
676,W
677,W
678,W
679,W
680,W
681,W
682,W
683,W
684,W
685,W
686,W
687,W
688,W
689,W
690,W
691,W
692,W
693,W
694,W
695,W
696,W
697,W
698,W
699,W
700,W
701,W
702,W
703,W
704,W
705,W
706,W
707,W
708,W
709,W
710,W
711,W
712,W
713,W
714,W
715,W
716,W
717,W
718,W
719,W
720,W
721,W
722,W
723,W
724,W
725,W
726,W
727,W
728,W
729,W
730,W
731,W
732,W
733,W
734,W
735,W
736,W
737,W
738,W
739,W
740,W
741,W
742,W
743,W
744,W
745,W
746,W
747,W
748,W
749,W
750,W
751,W
752,W
753,W
754,W
755,W
756,W
757,W
758,W
759,W
760,W
761,W
762,W
763,W
764,W
765,W
766,W
767,W
768,W
769,W
770,W
771,W
772,W
773,W
774,W
775,W
776,W
777,W
778,W
779,W
780,W
781,W
782,W
783,W
784,W
785,W
786,W
787,W
788,W
789,W
790,W
791,W
792,W
793,W
794,W
795,W
796,W
797,W
798,W
799,W
800,W
801,W
802,W
803,W
804,W
805,W
806,W
807,W
808,W
809,W
810,W
811,W
812,W
813,W
814,W
815,W
816,W
817,W
818,W
819,W
820,W
821,W
822,W
823,W
824,W
825,W
826,W
827,W
828,W
829,W
830,W
831,W
832,W
833,W
834,W
835,W
836,W
837,W
838,W
839,W
840,W
841,W
842,W
843,W
844,W
845,W
846,W
847,W
848,W
849,W
850,W
851,W
852,W
853,W
854,W
855,W
856,W
857,W
858,W
859,W
860,W
861,W
862,W
863,W
864,W
865,W
866,W
867,W
868,W
869,W
870,W
871,W
872,W
873,W
874,W
875,W
876,W
877,W
878,W
879,W
880,W
881,W
882,W
883,W
884,W
885,W
886,W
887,W
888,W
889,W
890,W
891,W
892,W
893,W
894,W
895,W
896,W
897,W
898,W
899,W
900,W
901,W
902,W
903,W
904,W
905,W
906,W
907,W
908,W
909,W
910,W
911,W
912,W
913,W
914,W
915,W
916,W
917,W
918,W
919,W
920,W
921,W
922,W
923,W
924,W
925,W
926,W
927,W
928,W
929,W
930,W
931,W
932,W
933,W
934,W
935,W
936,W
937,W
938,W
939,W
940,W
941,W
942,W
943,W
944,W
945,W
946,W
947,W
948,W
949,W
950,W
951,W
952,W
953,W
954,W
955,W
956,W
957,W
958,W
959,W
960,W
961,W
962,W
963,W
964,W
965,W
966,W
967,W
968,W
969,W
970,W
971,W
972,W
973,W
974,W
975,W
976,W
977,W
978,W
979,W
980,W
981,W
982,W
983,W
984,W
985,W
986,W
987,W
988,W
989,W
990,W
991,W
992,W
993,W
994,W
995,W
996,W
997,W
998,W
999,W
1000,W
1001,W
1002,W
1003,W
1004,W
1005,W
1006,W
1007,W
1008,W
1009,W
1010,W
1011,W
1012,W
1013,W
1014,W
1015,W
1016,W
1017,W
1018,W
1019,W
1020,W
1021,W
1022,W
1023,W
1024,W
1025,W
1026,W
1027,W
1028,W
1029,W
1030,W
1031,W
1032,W
1033,W
1034,W
1035,W
1036,W
1037,W
1038,W
1039,W
1040,W
1041,W
1042,W
1043,W
1044,W
1045,W
1046,W
1047,W
1048,W
1049,W
1050,W
1051,W
1052,W
1053,W
1054,W
1055,W
1056,W
1057,W
1058,W
1059,W
1060,W
1061,W
1062,W
1063,W
1064,W
1065,W
1066,W
1067,W
1068,W
1069,W
1070,W
1071,W
1072,W
1073,W
1074,W
1075,W
1076,W
1077,W
1078,W
1079,W
1080,W
1081,W
1082,W
1083,W
1084,W
1085,W
1086,W
1087,W
1088,W
1089,W
1090,W
1091,W
1092,W
1093,W
1094,W
1095,W
1096,W
1097,W
1098,W
1099,W
1100,W
1101,W
1102,W
1103,W
1104,W
1105,T
1106,T
1107,T
1108,T
1109,T
1110,W
1111,W
1112,W
1113,W
1114,W
1115,W
1116,W
1117,W
1118,W
1119,W
1120,W
1121,W
1122,W
1123,W
1124,W
1125,W
1126,W
1127,W
1128,W
1129,W
1130,W
1131,W
1132,W
1133,W
1134,W
1135,W
1136,W
1137,W
1138,W
1139,W
1140,W
1141,W
1142,W
1143,W
1144,W
1145,W
1146,W
1147,W
1148,W
1149,W
1150,W
1151,W
1152,W
1153,W
1154,W
1155,W
1156,W
1157,W
1158,W
1159,W
1160,W
1161,W
1162,W
1163,W
1164,W
1165,W
1166,W
1167,W
1168,W
1169,W
1170,W
1171,W
1172,W
1173,W
1174,W
1175,W
1176,W
1177,W
1178,W
1179,W
1180,W
1181,W
1182,W
1183,W
1184,W
1185,W
1186,W
1187,W
1188,W
1189,W
1190,W
1191,W
1192,W
1193,W
1194,W
1195,W
1196,W
1197,W
1198,W
1199,W
1200,W
1201,W
1202,W
1203,W
1204,W
1205,W
1206,W
1207,W
1208,W
1209,W
1210,W
1211,W
1212,W
1213,W
1214,W
1215,W
1216,W
1217,W
1218,W
1219,W
1220,W
1221,W
1222,W
1223,W
1224,W
1225,W
1226,W
1227,W
1228,W
1229,W
1230,W
1231,W
1232,W
1233,W
1234,W
1235,W
1236,W
1237,W
1238,W
1239,W
1240,W
1241,W
1242,W
1243,W
1244,W
1245,W
1246,W
1247,W
1248,W
1249,W
1250,W
1251,W
1252,W
1253,W
1254,W
1255,W
1256,W
1257,W
1258,W
1259,W
1260,W
1261,W
1262,W
1263,W
1264,W
1265,W
1266,W
1267,W
1268,W
1269,W
1270,W
1271,W
1272,W
1273,W
1274,W
1275,W
1276,W
1277,W
1278,W
1279,W
1280,W
1281,W
1282,W
1283,W
1284,W
1285,W
1286,W
1287,W
1288,W
1289,W
1290,W
1291,W
1292,W
1293,W
1294,W
1295,W
1296,W
1297,W
1298,W
1299,W
1300,W
1301,W
1302,W
1303,W
1304,W
1305,W
1306,W
1307,W
1308,W
1309,W
1310,W
1311,W
1312,W
1313,W
1314,W
1315,W
1316,W
1317,W
1318,W
1319,W
1320,W
1321,W
1322,W
1323,T
1324,T
1325,T
1326,T
1327,T
1328,T
1329,T
1330,T
1331,T
1332,W
1333,W
1334,W
1335,W
1336,W
1337,W
1338,W
1339,W
1340,W
1341,W
1342,W
1343,W
1344,T
1345,T
1346,T
1347,T
1348,W
1349,W
1350,W
1351,W
1352,W
1353,W
1354,W
1355,W
1356,W
1357,W
1358,W
1359,W
1360,W
1361,W
1362,T
1363,T
1364,T
1365,W
1366,W
1367,W
1368,W
1369,W
1370,W
1371,T
1372,T
1373,T
1374,T
1375,T
1376,T
1377,T
1378,T
1379,T
1380,T
1381,T
1382,T
1383,T
1384,T
1385,T
1386,T
1387,T
1388,T
1389,T
1390,T
1391,T
1392,T
1393,T
1394,T
1395,T
1396,T
1397,T
1398,T
1399,T
1400,T
1401,T
1402,T
1403,T
1404,T
1405,T
1406,T
1407,T
1408,T
1409,T
1410,T
1411,T
1412,T
1413,T
1414,T
1415,T
1416,T
1417,T
1418,T
1419,T
1420,T
1421,T
1422,T
1423,T
1424,T
1425,T
1426,T
1427,T
1428,T
1429,T
1430,T
1431,T
1432,T
1433,T
1434,T
1435,T
1436,T
1437,T
1438,T
1439,T
1440,T
1441,T
1442,T
1443,T
1444,T
1445,T
1446,T
1447,T
1448,T
1449,T
1450,T
1451,T
1452,T
1453,T
1454,T
1455,T
1456,T
1457,T
1458,T
1459,T
1460,T
1461,T
1462,T
1463,T
1464,T
1465,T
1466,T
1467,T
1468,T
1469,T
1470,T
1471,T
1472,T
1473,T
1474,T
1475,T
1476,T
1477,T
1478,T
1479,T
