,0
870,W
871,W
872,W
873,W
874,W
875,W
876,W
877,W
878,W
879,W
880,W
881,W
882,W
883,W
884,W
885,W
886,W
887,W
888,W
889,W
890,W
891,W
892,W
893,W
894,W
895,W
896,W
897,W
898,W
899,W
900,W
901,W
902,W
903,W
904,W
905,W
906,W
907,T
908,W
909,W
910,W
911,W
912,W
913,W
914,W
915,W
916,W
917,W
918,W
919,W
920,W
921,W
922,W
923,W
924,W
925,W
926,W
927,W
928,W
929,T
930,W
931,W
932,W
933,W
934,W
935,W
936,T
937,T
938,W
939,W
940,W
941,W
942,W
943,W
944,W
945,W
946,W
947,W
948,W
949,W
950,W
951,W
952,W
953,W
