,0
870,T
871,T
872,T
873,W
874,W
875,T
876,T
877,W
878,W
879,W
880,W
881,T
882,W
883,W
884,W
885,T
886,T
887,W
888,W
889,W
890,W
891,W
892,W
893,W
894,W
895,W
896,W
897,T
898,T
899,T
900,W
901,T
902,W
903,W
904,W
905,W
906,W
907,W
908,W
909,W
910,W
911,W
912,W
913,W
914,W
915,W
916,W
917,W
918,W
919,W
920,W
921,W
922,W
923,W
924,W
925,W
926,W
927,W
928,W
929,W
930,W
931,W
932,W
933,W
934,W
935,W
936,W
937,W
938,W
939,W
940,W
941,W
942,W
943,W
944,W
945,W
946,W
947,W
948,W
949,W
950,W
951,W
952,W
953,W
954,W
955,W
956,W
957,W
958,W
959,W
960,W
961,W
962,W
963,W
964,W
965,W
966,W
967,W
968,W
969,W
970,W
971,W
972,W
973,W
974,W
975,W
976,W
977,W
978,W
979,W
980,W
981,W
982,W
983,W
984,W
985,W
986,W
987,W
988,W
989,W
990,W
991,W
992,W
993,W
994,W
995,W
996,W
997,W
998,W
999,W
1000,W
1001,W
1002,W
1003,W
1004,W
1005,W
1006,W
1007,W
1008,W
1009,W
1010,W
1011,W
1012,W
1013,W
1014,W
1015,W
1016,W
1017,W
1018,W
1019,W
1020,W
1021,W
1022,W
1023,W
1024,T
1025,T
1026,T
1027,W
1028,W
1029,W
1030,W
1031,W
1032,W
1033,W
1034,W
1035,W
1036,T
1037,T
1038,T
1039,W
1040,W
1041,T
1042,T
1043,T
1044,T
1045,T
1046,T
1047,T
1048,T
1049,T
1050,T
1051,W
1052,W
1053,W
1054,W
1055,W
1056,W
1057,W
1058,W
1059,W
1060,W
1061,W
1062,W
1063,T
1064,T
1065,T
1066,T
1067,T
1068,W
1069,W
1070,W
1071,W
1072,W
1073,T
1074,T
1075,T
1076,T
1077,T
1078,T
1079,T
1080,T
1081,T
1082,T
1083,T
1084,T
1085,T
1086,T
1087,T
1088,T
1089,T
1090,T
1091,T
1092,T
1093,W
1094,T
1095,T
1096,W
1097,W
1098,W
1099,W
1100,W
1101,W
1102,W
1103,W
1104,W
1105,W
1106,W
1107,T
1108,T
1109,T
1110,T
1111,T
1112,T
1113,T
1114,T
1115,T
1116,T
1117,T
1118,T
1119,T
1120,T
1121,T
1122,T
1123,T
1124,T
1125,T
1126,T
1127,T
1128,T
1129,T
1130,T
1131,T
1132,T
1133,T
1134,T
1135,T
1136,T
1137,T
1138,T
1139,T
1140,T
1141,T
1142,T
1143,T
1144,T
1145,T
1146,T
1147,T
1148,T
1149,T
1150,T
1151,T
1152,T
1153,T
1154,T
1155,T
1156,T
1157,T
1158,T
1159,T
1160,T
1161,T
1162,T
1163,T
1164,T
1165,T
1166,T
1167,T
1168,T
1169,T
1170,T
1171,T
1172,T
1173,T
1174,T
1175,T
1176,T
1177,T
1178,T
1179,T
1180,T
1181,T
1182,T
1183,T
1184,T
1185,T
1186,T
1187,T
1188,T
1189,T
1190,T
1191,T
1192,T
1193,T
1194,T
1195,T
1196,T
1197,T
1198,T
1199,T
1200,T
1201,W
1202,W
1203,W
1204,T
1205,T
1206,W
1207,W
1208,W
1209,W
1210,W
1211,W
1212,T
1213,W
1214,W
1215,W
1216,W
1217,W
1218,W
1219,W
1220,W
1221,W
1222,W
1223,W
1224,W
1225,W
1226,W
1227,W
1228,W
1229,W
1230,W
1231,W
1232,W
1233,W
1234,W
1235,W
1236,W
1237,W
1238,W
1239,W
1240,W
1241,W
1242,W
1243,W
1244,W
1245,W
1246,W
1247,W
1248,W
1249,W
1250,W
1251,W
1252,W
1253,W
1254,W
1255,W
1256,W
1257,W
1258,W
1259,W
1260,W
1261,W
1262,W
1263,W
1264,W
1265,W
1266,W
1267,W
1268,W
1269,W
1270,W
1271,W
1272,W
1273,W
1274,W
1275,W
1276,W
1277,W
1278,W
1279,W
1280,W
1281,W
1282,W
1283,W
1284,W
1285,W
1286,W
1287,W
1288,W
1289,W
1290,W
1291,W
1292,W
1293,W
1294,W
1295,W
1296,W
1297,W
1298,W
1299,W
1300,W
1301,W
1302,W
1303,W
1304,W
1305,W
1306,W
1307,W
1308,W
1309,W
1310,W
1311,W
1312,W
1313,W
1314,W
1315,W
1316,W
1317,W
1318,W
1319,W
1320,W
1321,W
1322,W
1323,W
1324,W
1325,W
1326,W
1327,W
1328,W
1329,W
1330,T
1331,T
1332,W
1333,W
1334,W
1335,W
1336,W
1337,W
1338,W
1339,W
1340,T
1341,T
1342,T
1343,T
1344,T
1345,T
1346,T
1347,W
1348,T
1349,T
1350,T
1351,T
1352,T
1353,T
1354,T
1355,T
1356,W
1357,W
1358,W
1359,T
1360,T
1361,T
1362,T
1363,T
1364,T
1365,T
1366,T
1367,T
1368,W
1369,W
1370,W
1371,W
1372,W
1373,T
1374,T
1375,T
1376,T
1377,T
1378,T
1379,T
1380,W
1381,W
1382,W
1383,W
1384,W
1385,W
1386,W
1387,W
1388,W
1389,W
1390,W
1391,W
1392,W
1393,W
1394,W
1395,W
1396,W
1397,W
1398,W
1399,W
1400,W
1401,W
1402,W
1403,W
1404,W
1405,W
1406,W
1407,W
1408,W
1409,W
1410,W
1411,W
1412,W
1413,W
1414,W
1415,W
1416,W
1417,W
1418,W
1419,W
1420,W
1421,W
1422,W
1423,W
1424,W
1425,W
1426,W
1427,W
1428,W
1429,W
1430,W
1431,W
1432,W
1433,W
1434,W
1435,W
1436,W
1437,W
1438,W
1439,W
1440,W
1441,W
1442,T
1443,T
1444,T
1445,T
1446,T
1447,T
1448,T
1449,T
1450,T
1451,T
1452,T
1453,T
1454,T
1455,T
1456,T
1457,T
1458,T
1459,T
1460,T
1461,T
1462,T
1463,T
1464,W
1465,T
1466,T
1467,T
1468,W
1469,W
1470,W
1471,W
1472,W
1473,T
1474,T
1475,T
1476,T
1477,T
1478,T
1479,T
1480,T
1481,T
1482,T
1483,W
1484,W
1485,W
1486,W
1487,W
1488,W
1489,W
1490,W
1491,W
1492,W
1493,W
1494,W
1495,W
1496,W
1497,W
1498,T
1499,T
1500,T
1501,T
1502,T
1503,T
1504,T
1505,T
1506,T
1507,T
1508,T
1509,T
1510,T
1511,T
1512,T
1513,T
1514,T
1515,T
1516,T
1517,T
1518,T
1519,T
1520,T
1521,W
1522,W
1523,T
